Distance (miles),Property URL 1,Property URL 2,Property 1 - Bedrooms,Property 1 - Bathrooms,Property 1 - Type,Property 1 - Rent (USD),Property 2 - Bedrooms,Property 2 - Bathrooms,Property 2 - Type,Property 2 - Rent (USD)
2.984259226,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Single Family,950,2,1,Townhouse,850
2.984965847,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,3,2,Townhouse,1395,2,2,Townhouse,1050
2.994101155,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,2,Townhouse,1050,2,2,Single Family,1350
2.999790352,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,2,1,Townhouse,900,2,1,Single Family,950
3.003388711,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,1,Single Family,1050,2,1,Single Family,1295
3.008083307,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,2,Single Family,1075,2,1,Single Family,1250
3.021716386,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,2,Townhouse,1220,3,2,Single Family,1500
3.024215138,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,2,2,Townhouse,1050,3,1,Townhouse,1250
3.033572108,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,2,Single Family,1000,2,1,Townhouse,850
3.045065884,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,1,Single Family,1295,3,2,Single Family,1500
3.048908106,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,3,2,Single Family,1500,2,2,Townhouse,1095
3.049051915,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,2,1,Townhouse,900,2,2,Single Family,1000
3.052291039,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,3,2,Single Family,1500,2,1,Single Family,1250
3.052637397,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,2,Townhouse,1095,2,1,Single Family,1295
3.052971159,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,3,1,Single Family,1235,2,3,Single Family,1300
3.05651313,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,2,Townhouse,1220,2,1,Townhouse,850
3.071053641,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,2,1,Townhouse,900,2,2,Townhouse,1220
3.084485014,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,2,2,Townhouse,1250,3,1,Single Family,1235
3.084770086,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,3,2,Single Family,1500,2,1,Townhouse,1295
3.088160834,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,3,1,Single Family,1100,3,2,Single Family,1500
3.089746333,https://www.zillow.com/homedetails/1129-Merry-St-Augusta-GA-30904/14951178_zpid/,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,2,1,Single Family,1050,3,2,Single Family,1500
3.094620615,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,3,2,Single Family,1500,2,1,Townhouse,850
3.095836789,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,1,Single Family,1295,2,1,Single Family,1250
3.111366159,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,3,1,Townhouse,1250,2,1,Townhouse,1295
3.122843677,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,3,2,Single Family,1445,3,2,Single Family,1500
3.131337161,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,2,1,Townhouse,900,3,2,Single Family,1500
3.138006139,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,2,1,Single Family,1050,2,1,Townhouse,1295
3.138126042,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,1,Single Family,1100,2,2,Townhouse,1225
3.13898924,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,2,Single Family,1500,2,2,Townhouse,1225
3.142371932,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,1,Single Family,1300,3,2,Single Family,1500
3.149299719,https://www.zillow.com/homedetails/2085-Heckle-St-Augusta-GA-30904/14947333_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,1,Single Family,1235,3,2,Single Family,1500
3.157827711,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,3,2,Single Family,1500,2,1,Single Family,1400
3.176031395,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,1,Single Family,1175,3,2,Single Family,1500
3.177633334,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,2,2,Townhouse,1095,2,1,Townhouse,1295
3.184155867,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,1,Single Family,950,2,1,Single Family,1199
3.185910678,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,2,2,Townhouse,1250,3,1,Single Family,1300
3.190498623,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/1240-Holden-Dr-Augusta-GA-30904/2113440238_zpid/,3,2,Single Family,1500,2,1,Townhouse,1195
3.192489596,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,3,2,Townhouse,1395,3,2,Single Family,1500
3.201673466,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,2,Single Family,1075,2,1,Townhouse,850
3.204376917,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,2,Townhouse,1250,3,1,Single Family,1175
3.204629907,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,3,2,Single Family,1445,2,2,Single Family,1350
3.213105579,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,2,1,Townhouse,900,2,2,Single Family,1075
3.222589435,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,2,1,Single Family,950,3,2,Single Family,1445
3.224791543,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,2,2,Single Family,1350,3,2,Single Family,1500
3.226386115,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,1,Townhouse,1295,2,1,Single Family,1250
3.23116302,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,2,1,Townhouse,1295,3,1,Single Family,1100
3.232179263,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,2,Single Family,1000,2,1,Single Family,1199
3.23237402,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,3,2,Townhouse,1325,3,1,Single Family,1100
3.24220509,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,2,Townhouse,1220,2,1,Single Family,1199
3.248679675,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,2,2,Townhouse,1250,2,1,Single Family,1050
3.270442903,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,2,2,Single Family,1000,3,2,Single Family,1445
3.271043822,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,3,1,Single Family,1100,3,2,Townhouse,1250
3.274304857,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,2,Townhouse,1250,2,1,Townhouse,850
3.278916918,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Single Family,1295,2,1,Townhouse,850
3.280355743,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,2,2,Townhouse,1250,2,2,Single Family,1400
3.283823264,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,2,2,Townhouse,1200,3,1,Single Family,1100
3.294051682,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,1,Townhouse,900,2,1,Single Family,1295
3.294706674,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/612-W-Buena-Vista-Ave-North-Augusta-SC-29841/52164826_zpid/,2,2,Townhouse,1250,2,1,Single Family,950
3.297562022,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1406-Johns-Rd-Augusta-GA-30904/14950230_zpid/,2,2,Townhouse,1250,2,1,Single Family,1250
3.310760491,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1405-Anthony-Rd-B-Augusta-GA-30904/2062616433_zpid/,2,2,Townhouse,1250,2,2,Townhouse,1095
3.313648502,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,2,2,Townhouse,1250,2,1,Townhouse,900
3.31685534,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,2,Single Family,1075,3,2,Single Family,1500
3.317693629,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,2,2,Townhouse,1220,3,2,Single Family,1445
3.321197745,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/423-Alta-Vista-Ave-North-Augusta-SC-29841/296354012_zpid/,2,2,Townhouse,1250,2,2,Single Family,1000
3.323310548,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,2,Single Family,1350,2,3,Single Family,1300
3.330357702,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,2,Single Family,1500,2,2,Townhouse,1350
3.335738933,https://www.zillow.com/homedetails/518-2nd-Ave-Augusta-GA-30904/14945635_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,1,Single Family,1100,2,2,Townhouse,1350
3.34034556,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,2,1,Single Family,900,2,1,Single Family,935
3.343578858,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,3,2,Single Family,1445,2,1,Single Family,900
3.343672702,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,2,Single Family,1075,2,1,Single Family,1199
3.347748193,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,2,Townhouse,1200,3,2,Single Family,1500
3.353654046,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,2,Single Family,1400,2,3,Single Family,1300
3.365885626,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,3,2,Single Family,1300,2,1,Single Family,935
3.377046629,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,1,Single Family,935,2,1,Single Family,900
3.381780483,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/811-Ann-St-Augusta-GA-30904/14940606_zpid/,2,1,Single Family,935,2,2,Single Family,1350
3.401055415,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/505-W-Buena-Vista-Ave-505-North-Augusta-SC-29841/2068610074_zpid/,2,2,Townhouse,1250,2,2,Townhouse,1220
3.411205107,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/220-Metcalf-St-Augusta-GA-30904/14946645_zpid/,3,2,Single Family,1445,3,2,Single Family,1300
3.415898533,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/3020-Silverwood-Dr-Augusta-GA-30907/14935239_zpid/,3,1,Townhouse,1250,3,2,Single Family,1500
3.419323987,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,3,1,Single Family,1300,2,1,Single Family,935
3.425567695,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,1,Single Family,900,3,2,Single Family,1500
3.42650254,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1515-Whitney-St-Augusta-GA-30904/81514382_zpid/,2,1,Townhouse,1295,2,1,Townhouse,850
3.435118405,https://www.zillow.com/homedetails/1530-Whitney-St-A-Augusta-GA-30904/2072820864_zpid/,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,2,1,Townhouse,900,2,1,Townhouse,1295
3.436015785,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,https://www.zillow.com/homedetails/338-Bay-St-Augusta-GA-30901/81503861_zpid/,2,1,Single Family,1400,2,3,Single Family,1300
3.442815724,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/39-Tiburon-Trl-Augusta-GA-30907/14935771_zpid/,3,1,Townhouse,1250,2,2,Townhouse,1225
3.443745167,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,https://www.zillow.com/homedetails/966-Meigs-St-Augusta-GA-30904/14950301_zpid/,3,2,Single Family,1500,2,2,Single Family,1400
3.449480534,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,1,Single Family,935,3,2,Single Family,1300
3.466647067,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,2,2,Townhouse,1250,2,1,Single Family,900
3.46906418,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,2,Townhouse,1250,2,1,Single Family,1295
3.470125842,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,2,1,Single Family,1199,2,1,Single Family,1295
3.475965617,https://www.zillow.com/homedetails/608-Carolina-Springs-Rd-North-Augusta-SC-29841/52169539_zpid/,https://www.zillow.com/homedetails/1923-Fenwick-St-Augusta-GA-30904/14947382_zpid/,2,1,Single Family,935,3,1,Single Family,1175
3.489207805,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,3,2,Single Family,1445,3,2,Single Family,1300
3.490344402,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/2032-Edgar-St-Augusta-GA-30904/14942952_zpid/,2,2,Townhouse,1050,2,1,Single Family,900
3.500017281,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,3,2,Townhouse,1325,3,1,Townhouse,1250
3.506151365,https://www.zillow.com/homedetails/2224-Queens-Way-Augusta-GA-30904/2068830396_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,2,1,Single Family,1050,3,2,Single Family,1500
3.512223689,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/635-Park-Ave-North-Augusta-SC-29841/52166055_zpid/,3,2,Single Family,1445,2,1,Single Family,1295
3.515948081,https://www.zillow.com/homedetails/2806-Ferret-Ct-Augusta-GA-30907/14938062_zpid/,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,3,2,Townhouse,1395,3,2,Single Family,1445
3.516638974,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,2,2,Townhouse,1250,3,1,Single Family,1250
3.519933882,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/2113-Richmond-Ave-Augusta-GA-30904/14950791_zpid/,2,2,Townhouse,1250,2,1,Single Family,1400
3.527742901,https://www.zillow.com/homedetails/317-East-Ave-North-Augusta-SC-29841/443402302_zpid/,https://www.zillow.com/homedetails/1704-Johns-Rd-Augusta-GA-30904/353210807_zpid/,2,1,Townhouse,1295,2,1,Single Family,1199
3.528574566,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/34-Innisbrook-Dr-Augusta-GA-30907/14938673_zpid/,3,2,Single Family,1500,2,2,Townhouse,1350
3.530348263,https://www.zillow.com/homedetails/1219-Oakdale-Rd-Augusta-GA-30904/14937259_zpid/,https://www.zillow.com/homedetails/4-Londonberry-Ln-Augusta-GA-30907/446915675_zpid/,3,2,Single Family,1500,2,2,Townhouse,1200
3.533578834,https://www.zillow.com/homedetails/445-Pleasant-Home-Rd-Augusta-GA-30907/14938709_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,2,Townhouse,1325,3,2,Single Family,1500
3.536108632,https://www.zillow.com/homedetails/2507-N-View-Ave-1-2-Augusta-GA-30904/448389176_zpid/,https://www.zillow.com/homedetails/2305-Greengate-Dr-2301-Augusta-GA-30907/2079858113_zpid/,3,1,Townhouse,1250,3,2,Townhouse,1250
3.536893418,https://www.zillow.com/homedetails/2804-Oakland-Ave-Augusta-GA-30909/14944976_zpid/,https://www.zillow.com/homedetails/309-Lake-Ave-North-Augusta-SC-29841/2061725520_zpid/,3,2,Single Family,1445,2,2,Single Family,1075
3.540611523,https://www.zillow.com/homedetails/1912-Watkins-St-Augusta-GA-30904/14947376_zpid/,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,3,1,Single Family,1300,3,2,Single Family,1445
3.546884712,https://www.zillow.com/homedetails/1014-Merry-St-Augusta-GA-30904/14951142_zpid/,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,3,1,Single Family,1250,3,2,Single Family,1500
3.551104154,https://www.zillow.com/homedetails/2029-Summer-Valley-Way-Augusta-GA-30909/81510625_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,2,2,Townhouse,1250,2,2,Single Family,1395
3.556685122,https://www.zillow.com/homedetails/1205-Norman-St-North-Augusta-SC-29841/52169240_zpid/,https://www.zillow.com/homedetails/1743-Jenkins-St-Augusta-GA-30904/14948071_zpid/,3,2,Single Family,1445,2,1,Single Family,900
3.560170623,https://www.zillow.com/homedetails/2209-Thicket-Ct-Augusta-GA-30907/14935427_zpid/,https://www.zillow.com/homedetails/2036-Ellis-St-Augusta-GA-30904/14946655_zpid/,2,2,Townhouse,1050,3,2,Single Family,1300
3.567668952,https://www.zillow.com/homedetails/3708-River-Watch-Pkwy-Augusta-GA-30907/14212934_zpid/,https://www.zillow.com/homedetails/1004-Holden-St-Augusta-GA-30904/138792385_zpid/,3,2,Single Family,1500,2,2,Single Family,1395
